#
#-- optimal_damping AlGaAsSiO2H n_repeat=10 -- mixing=HybridMixing(1.0, 14, 1.0, var"#2016#2024"{Int64,var"#periodise#2023"}(30, var"#periodise#2023"(), Core.Box(0.9897246349879941), Core.Box(1.3244148332918535)), true, false)
#

Starting Arnoldi (now = 2020-07-30T21:43:35.002 ...

#--- 1 ---#
idcs      evals   residnorms   |P(X)|
  1    0.980611   0.0618128  4.94254e-16

#--- 2 ---#
idcs      evals   residnorms   |P(X)|
  1    0.974505    0.240111  4.92813e-16
  2     1.23601      1.0158  4.73077e-16

#--- 3 ---#
idcs      evals   residnorms   |P(X)|
  1    0.675916    0.372893  4.69273e-16
  2    0.984888   0.0771351  4.94061e-16
  3     2.81126      0.6085  4.66168e-16

#--- 4 ---#
idcs      evals   residnorms   |P(X)|
  1    0.560232    0.329397  4.65475e-16
  2      0.9816   0.0877132  4.93653e-16
  3      1.4713     0.75765  4.67829e-16
  4     2.92712    0.318442  4.72537e-16

#--- 5 ---#
idcs      evals   residnorms   |P(X)|
  1    0.456037     0.30189  4.68469e-16
  2    0.889671    0.433672  4.73699e-16
  3     0.99225    0.186824  4.91377e-16
  4     2.21213    0.521931  4.68964e-16
  5     2.93984    0.194472  4.67437e-16

#--- 6 ---#
idcs      evals   residnorms   |P(X)|
  1    0.409539    0.202908  4.6909e-16
  2    0.755716    0.284615  4.71718e-16
  3    0.985495   0.0647784  4.93023e-16
  4     1.66765    0.550503  4.64597e-16
  5     2.54009    0.477707  4.7465e-16
  6     2.98336     0.17545  4.65453e-16

#--- 7 ---#
idcs      evals   residnorms   |P(X)|
  1      0.3908    0.187627  4.68531e-16
  2    0.641506    0.302268  4.62577e-16
  3    0.979955    0.128493  4.92277e-16
  4      1.1156    0.457232  4.7412e-16
  5     1.95071     0.34716  4.66178e-16
  6     2.73799    0.259189  4.82966e-16
  7     3.02016    0.125376  4.57914e-16

#--- 8 ---#
idcs      evals   residnorms   |P(X)|
  1    0.379813    0.149612  4.71532e-16
  2    0.566902    0.250461  4.67446e-16
  3    0.908063    0.298225  4.77414e-16
  4    0.992501    0.130053  4.91109e-16
  5     1.69033    0.464257  4.63481e-16
  6     2.18226     0.42274  4.71439e-16
  7     2.81448    0.189811  4.83051e-16
  8     3.04828    0.100146  4.60338e-16

#--- 9 ---#
idcs      evals   residnorms   |P(X)|
  1    0.372106    0.109877  4.63321e-16
  2    0.529293     0.19512  4.62312e-16
  3    0.818507    0.249668  4.74649e-16
