#
#-- optimal_damping GaAsSiO2H n_repeat=10 -- mixing=HybridMixing(1.0, 14, 1.0, var"#194#202"{Int64,var"#periodise#201"}(30, var"#periodise#201"(), Core.Box(0.9626549250456445), Core.Box(1.5526782653653535)), true, false)
#

Starting Arnoldi (now = 2020-07-25T20:27:57.148 ...

#--- 1 ---#
idcs      evals   residnorms   |P(X)|
  1    0.989493   0.0436323  3.9607e-16

#--- 2 ---#
idcs      evals   residnorms   |P(X)|
  1    0.988439    0.051806  3.95028e-16
  2     1.87107      1.0477  3.85667e-16

#--- 3 ---#
idcs      evals   residnorms   |P(X)|
  1    0.924851    0.392453  3.81361e-16
  2    0.998563    0.191245  3.95732e-16
  3     2.88384    0.425105  3.92963e-16

#--- 4 ---#
idcs      evals   residnorms   |P(X)|
  1    0.777485    0.240825  3.82381e-16
  2    0.991304   0.0429634  3.95918e-16
  3     2.01021    0.647828  3.90632e-16
  4     2.93797    0.284283  3.89274e-16

#--- 5 ---#
idcs      evals   residnorms   |P(X)|
  1    0.683802    0.220377  3.80405e-16
  2    0.989408    0.046151  3.96184e-16
  3     1.29818    0.499314  3.88322e-16
  4     2.48107    0.454196  3.90876e-16
  5     2.96789    0.209858  3.92353e-16

#--- 6 ---#
idcs      evals   residnorms   |P(X)|
  1     0.60941    0.173542  3.79886e-16
  2    0.974322    0.188069  3.85836e-16
  3     1.01559    0.231707  3.90588e-16
  4     1.87606      0.3966  3.93903e-16
  5     2.69668    0.285448  4.01282e-16
  6     3.00927    0.144341  3.98312e-16

#--- 7 ---#
idcs      evals   residnorms   |P(X)|
  1    0.583228    0.123286  3.8212e-16
  2    0.891269    0.199977  3.8051e-16
  3    0.993498   0.0501033  3.95764e-16
  4     1.53081    0.427297  3.93664e-16
  5     2.13926     0.37307  3.89845e-16
  6     2.79144    0.192596  3.94307e-16
  7     3.03841   0.0993404  3.90378e-16

#--- 8 ---#
idcs      evals   residnorms   |P(X)|
  1    0.574792   0.0967521  3.81224e-16
  2    0.839458    0.187864  3.78932e-16
  3    0.991703   0.0397239  3.96337e-16
  4     1.28772    0.405483  3.94846e-16
  5     1.90797    0.451187  3.96217e-16
  6     2.42147    0.456834  3.93263e-16
  7     2.83701    0.219408  3.91854e-16
  8     3.07021    0.101617  3.94519e-16

#--- 9 ---#
idcs      evals   residnorms   |P(X)|
  1    0.568068    0.073038  3.87363e-16
  2    0.777218    0.172941  3.75678e-16
  3    0.988634   0.0581226  3.9424e-16
  4     1.07917    0.268539  3.9113e-16
  5     1.59271    0.305264  3.93715e-16
  6     2.14348    0.265453  3.8765e-16
  7     2.64874    0.246954  3.96552e-16
  8     2.91967    0.186901  3.9697e-16
  9     3.10135    0.103037  3.9455e-16

#--- 10 ---#
idcs      evals   residnorms   |P(X)|
  1    0.559035   0.0675468  3.83963e-16
  2    0.724365    0.183413  3.72928e-16
  3    0.944305    0.206875  3.86063e-16
  4    0.996483   0.0808923  3.96892e-16
  5     1.38046    0.338384  3.89016e-16
  6     1.76164    0.315164  4.00879e-16
  7     2.24667    0.194536  3.86365e-16
  8     2.68013     0.11941  3.93095e-16
  9     2.95721   0.0870272  3.95545e-16
 10     3.10514   0.0525536  4.00004e-16

#--- 11 ---#
idcs      evals   residnorms   |P(X)|
  1    0.554115   0.0483499  3.84892e-16
  2    0.697245    0.134827  3.77282e-16
  3    0.899213    0.145455  3.84348e-16
  4    0.993145   0.0333684  3.96321e-16
  5     1.29514    0.279654  3.92233e-16
  6     1.64738     0.30963  3.98808e-16
  7      2.1284    0.378423  3.85901e-16
  8     2.43414    0.512702  3.93671e-16
  9     2.70871      0.2108  3.9753e-16
 10     2.96604    0.102548  3.96972e-16
 11     3.10159   0.0505464  3.92406e-16

#--- 12 ---#
idcs      evals   residnorms   |P(X)|
  1    0.548586   0.0411416  3.83369e-16
  2    0.675492    0.125511  3.83699e-16
  3    0.851753    0.158286  3.8356e-16
  4    0.990903   0.0404594  3.96487e-16
  5     1.11688    0.289741  3.9066e-16
  7     1.77577    0.226129  4.00675e-16
  8     2.21956    0.134783  3.84713e-16
  9     2.65332    0.170002  3.98503e-16
 10     2.83452    0.260976  3.8548e-16
 11     2.99237    0.135463  3.93173e-16
 12     3.09586   0.0504781  3.92755e-16

#--- 13 ---#
idcs      evals   residnorms   |P(X)|
  1    0.543707   0.0447486  3.77625e-16
  2    0.649309    0.141666  3.83058e-16
  3    0.793243    0.193053  3.73743e-16
  4    0.967868    0.180763  3.88839e-16
  5    0.999747    0.109682  3.97722e-16
  8      1.9569    0.338039  3.86727e-16
  9      2.2499     0.14389  3.91789e-16
 10     2.66562   0.0823773  3.97824e-16
 11     2.88442    0.123011  3.89319e-16
 12     3.01323   0.0908223  3.85164e-16
 13     3.10069    0.032818  3.92612e-16

#--- 14 ---#
idcs      evals   residnorms   |P(X)|
  1    0.540879   0.0389814  3.82135e-16
  2    0.626554    0.111917  3.86246e-16
  3    0.762382    0.144469  3.69522e-16
  4    0.930187    0.136551  3.86924e-16
  5    0.994377   0.0372544  3.96985e-16
  9     2.21517    0.199815  3.84395e-16
 10     2.46894    0.478879  4.00059e-16
 11     2.66326    0.160298  4.02009e-16
 12     2.90906     0.13163  3.86113e-16
 13     3.01911    0.100018  3.85175e-16
 14     3.10973    0.033115  3.90054e-16

#--- 15 ---#
idcs      evals   residnorms   |P(X)|
  1    0.539168   0.0365564  3.82267e-16
  2    0.608099    0.094638  3.8187e-16
  3    0.741348    0.125413  3.73713e-16
  4    0.897248     0.13617  3.86183e-16
  5    0.992402   0.0335392  3.95215e-16
 10     2.24959    0.105292  3.95979e-16
 11      2.6411    0.160234  3.95494e-16
 12     2.76007    0.262003  3.94519e-16
 13     2.94317    0.136413  3.93991e-16
 14      3.0389    0.117335  3.81808e-16
 15     3.11412   0.0391918  3.87641e-16

#--- 16 ---#
idcs      evals   residnorms   |P(X)|
  1    0.538327   0.0434649  3.88804e-16
  2    0.591697    0.101949  3.87208e-16
  3    0.719348    0.149271  3.73126e-16
  4    0.846834    0.193098  3.78218e-16
  5    0.983882    0.130719  3.90457e-16
 11     2.28587    0.172252  3.95232e-16
 12     2.64109   0.0802835  3.99868e-16
 13     2.81529    0.144785  3.94512e-16
 14     2.95916   0.0874343  3.95556e-16
 15     3.05854   0.0874901  3.84284e-16
 16     3.11286   0.0331962  3.84632e-16

#--- 17 ---#
idcs      evals   residnorms   |P(X)|
  1     0.53553   0.0453933  3.84024e-16
  2    0.578075   0.0895046  3.86896e-16
  3    0.689749    0.130224  3.78334e-16
  4    0.805625    0.151753  3.73964e-16
  5    0.948223    0.128767  3.88269e-16
 12     2.47459    0.360585  3.93496e-16
 13     2.64422    0.112749  3.97042e-16
 14     2.83965    0.132978  3.89435e-16
 15      2.9672   0.0773712  3.9795e-16
 16     3.06425   0.0725512  3.81448e-16
 17     3.11179    0.026959  3.81378e-16

#--- 18 ---#
idcs      evals   residnorms   |P(X)|
  1     0.53135   0.0435689  3.83197e-16
  2     0.56827   0.0683535  3.87242e-16
  3    0.668205    0.101448  3.82603e-16
  4     0.78362    0.115302  3.73771e-16
  5    0.923297    0.110457  3.88702e-16
 13     2.65246    0.237728         NaN
