#
#-- optimal_damping Al n_repeat=40 -- mixing=RestaMixing(1.0, 2.4, 1.0)
#

Starting Arnoldi (now = 2020-07-25T15:41:45.367 ...

#--- 1 ---#
idcs      evals   residnorms   |P(X)|
  1    0.983536    0.313164  3.76263e-16

#--- 2 ---#
idcs      evals   residnorms   |P(X)|
  1    0.983126    0.073988  3.7753e-16
  2     102.489     23.9818  3.51166e-16

#--- 3 ---#
idcs      evals   residnorms   |P(X)|
  1    0.982794   0.0317071  3.76671e-16
  2     16.3787     6.77241  3.63534e-16
  3     109.312      1.8891  3.78634e-16

#--- 4 ---#
idcs      evals   residnorms   |P(X)|
  1    0.982319   0.0559257  3.77426e-16
  2     2.62934     3.16983  3.70146e-16
  3     19.7408     1.56366  3.99683e-16
  4     109.335    0.065021  3.37054e-16

#--- 5 ---#
idcs      evals   residnorms   |P(X)|
  1    0.980069    0.303898  3.77106e-16
  2     1.27022     3.37883  3.70585e-16
  3     10.0385     7.92151  3.37301e-16
  4     19.9756     1.28952  3.75795e-16
  5     109.335   0.0056634  3.42635e-16

#--- 6 ---#
idcs      evals   residnorms   |P(X)|
  1    0.979459    0.129312  3.78166e-16
  2     1.17925    0.989455  3.72852e-16
  3     9.33182     2.31389  3.27241e-16
  4     19.9572    0.397602  3.98787e-16
  5     101.435     26.9186  3.37443e-16
  6     109.335   0.0192269  3.38658e-16

#--- 7 ---#
idcs      evals   residnorms   |P(X)|
  1    0.905518    0.245511  3.72762e-16
  2    0.990393   0.0806104  3.77668e-16
  3     4.44524    0.893316  3.87438e-16
  4     10.3161    0.408976  3.67947e-16
  5     19.9673    0.026938  3.99826e-16
  6     109.269    0.284179  3.48049e-16
  7     109.336   0.0232881  3.12708e-16

#--- 8 ---#
idcs      evals   residnorms   |P(X)|
  1    0.892608    0.305312  3.7333e-16
  2    0.989231   0.0875483  3.77127e-16
  3      4.0587     2.45154  3.34604e-16
  4      6.4602     5.56987  3.6112e-16
  5     10.3522     0.60377  3.69067e-16
  6     19.9673   0.0119192  4.2949e-16
  7     109.269   0.0168596  3.38239e-16
  8     109.336  0.00137161  3.28285e-16

#--- 9 ---#
idcs      evals   residnorms   |P(X)|
  1    0.880526    0.146303  3.74939e-16
  2    0.988321   0.0382259  3.77964e-16
  3     2.84463     1.39047  3.58923e-16
  4     4.83621    0.801552  3.71276e-16
  5     10.3304    0.153045  3.47161e-16
  6     19.1583     3.42271  3.52228e-16
  7     19.9676   0.0461335  3.40502e-16
  8     109.269  0.000689235  3.37775e-16
  9     109.336  5.60317e-05  3.91631e-16

#--- 10 ---#
idcs      evals   residnorms   |P(X)|
  1    0.868508    0.116764  3.74276e-16
  2    0.987558   0.0302291  3.76776e-16
  3     1.79063    0.863007  3.68168e-16
  4     4.16775    0.771003  3.7712e-16
  5     5.43181    0.816846  4.04112e-16
  6     10.3342   0.0326413  4.12227e-16
  7     19.9199    0.310889  3.27784e-16
  8     19.9695   0.0693599  3.72028e-16
  9     109.269  9.58218e-06  3.24505e-16
 10     109.336  7.78443e-07  3.56612e-16

#--- 11 ---#
idcs      evals   residnorms   |P(X)|
  1    0.863315    0.158202  3.76026e-16
  2    0.987177   0.0432337  3.78313e-16
  3     1.52068     1.06762  3.66265e-16
  4     3.60483     1.95559  3.36284e-16
  5     4.79364     1.72247  3.59039e-16
  6     6.10773     2.18625  3.78322e-16
  7     10.3341   0.0216887  3.3868e-16
  8     19.9265   0.0725245  3.17222e-16
  9     19.9701   0.0187966  3.24823e-16
 10     109.269  3.27728e-07  3.63945e-16
 11     109.336  2.66071e-08  3.71059e-16

#--- 12 ---#
idcs      evals   residnorms   |P(X)|
  1    0.850515   0.0967263  3.72233e-16
  2    0.986007   0.0343285  3.7829e-16
  3     1.17029    0.374168  3.67513e-16
  4     2.53853    0.503574  3.49326e-16
  5     4.32925     0.26016  3.09008e-16
  7     10.1635     1.03547  3.24787e-16
  8     10.3366    0.109055  3.69411e-16
  9      19.927  0.00815536  3.15291e-16
 10     19.9701   0.0021296  4.17197e-16
 11     109.269  4.13536e-09  3.82213e-16
 12     109.336  3.35515e-10  3.88384e-16

#--- 13 ---#
idcs      evals   residnorms   |P(X)|
  1    0.829312   0.0939654  3.71176e-16
  2    0.970296    0.139839  3.75902e-16
  3    0.999361    0.122974  3.76091e-16
  4     1.74462    0.327646  3.46709e-16
  5     2.80822    0.207294  3.74092e-16
  8     10.2913   0.0521518  3.5841e-16
  9     10.3415    0.021455  3.62873e-16
 10      19.927  0.000205319  3.15819e-16
 11     19.9701  5.34926e-05  3.45843e-16
 12     109.269  1.72771e-11  3.68599e-16
 13     109.336  1.42185e-12  3.87968e-16

#--- 14 ---#
idcs      evals   residnorms   |P(X)|
  1    0.814753    0.061066  3.73908e-16
  2    0.932081   0.0905595  3.73272e-16
  3    0.990021   0.0258847  3.78196e-16
  4      1.4378    0.251728  3.61124e-16
  5     2.05362    0.257718  3.55776e-16
  9     10.2916  0.00233704  3.72771e-16
 10     10.3416  0.000963452  3.40726e-16
 11      19.927  4.3284e-06  3.39279e-16
 12     19.9701  1.12503e-06  3.25415e-16
 13     109.269  1.25775e-13  3.87557e-16
 14     109.336  1.31777e-13  4.08013e-16

#--- 15 ---#
idcs      evals   residnorms   |P(X)|
  1    0.809427   0.0373971  3.7443e-16
  2    0.917692   0.0594346  3.73071e-16
  3    0.988893   0.0161503  3.77614e-16
  4     1.24381    0.214807  3.799e-16
