#
#-- optimal_damping SiO2HVac n_repeat=20 -- mixing=KerkerMixing(1.0, 1.0)
#

Starting Arnoldi (now = 2020-08-02T13:00:41.316 ...

#--- 1 ---#
idcs      evals   residnorms   |P(X)|
  1    0.983347   0.0295869  4.10029e-16

#--- 2 ---#
idcs      evals   residnorms   |P(X)|
  1    0.631722    0.466588  3.89211e-16
  2     0.98553   0.0392284  4.10708e-16

#--- 3 ---#
idcs      evals   residnorms   |P(X)|
  1    0.397514    0.465599  3.89788e-16
  2    0.853759    0.458846  3.98894e-16
  3    0.988185    0.090884  4.10435e-16

#--- 4 ---#
idcs      evals   residnorms   |P(X)|
  1    0.142389    0.214675  3.89803e-16
  2    0.770298    0.239737  3.97069e-16
  3    0.986611   0.0340622  4.10932e-16
  4     1.61599     0.45413  4.03822e-16

#--- 5 ---#
idcs      evals   residnorms   |P(X)|
  1   0.0823104    0.120977  3.90803e-16
  2    0.549243    0.242386  3.85209e-16
  3     0.91337    0.194617  3.99508e-16
  4    0.989713   0.0524689  4.10432e-16
  5     1.90867    0.161371  4.07461e-16

#--- 6 ---#
idcs      evals   residnorms   |P(X)|
  1   0.0225001   0.0906392  3.90124e-16
  2    0.403093    0.215706  3.80602e-16
  3    0.812541    0.237386  3.97746e-16
  4    0.985858   0.0688648  4.09875e-16
  5     1.09402    0.325796  3.97723e-16
  6      1.9327   0.0743835  4.05299e-16

#--- 7 ---#
idcs      evals   residnorms   |P(X)|
  1   0.0178954   0.0611702  3.96874e-16
  2    0.329481    0.190364  3.81455e-16
  3    0.702029    0.289375  3.92382e-16
  4    0.924011    0.269627  4.00658e-16
  5    0.989507   0.0811197  4.09154e-16
  6     1.39764    0.405905  4.0029e-16
  7     1.93661   0.0540982  4.05898e-16

#--- 8 ---#
idcs      evals   residnorms   |P(X)|
  1   0.0255012   0.0389619  3.95237e-16
  2    0.238905    0.141932  3.744e-16
  3    0.559889     0.18065  3.90275e-16
  4    0.863214    0.165302  3.9848e-16
  5    0.987279   0.0548175  4.09321e-16
  6     1.09466     0.22716  4.00525e-16
  7     1.77574     0.28662  4.00955e-16
  8     1.94687   0.0770427  4.07466e-16

#--- 9 ---#
idcs      evals   residnorms   |P(X)|
  1   0.0145383   0.0260587  3.95116e-16
  2    0.194835    0.124056  3.68324e-16
  3    0.416527    0.163399  3.83711e-16
  4    0.707525    0.166212  3.95376e-16
  5    0.922374    0.124231  4.0116e-16
  6    0.989426   0.0400176  4.09989e-16
  7     1.19197     0.13383  4.01637e-16
  8     1.86633   0.0851742  4.00306e-16
  9     1.95752   0.0445095  4.09831e-16

#--- 10 ---#
idcs      evals   residnorms   |P(X)|
  1   0.0119124   0.0236034  3.91458e-16
  2    0.163379    0.124016  3.6648e-16
  3    0.374652    0.186337  3.79947e-16
  4    0.619631    0.245376  3.96447e-16
  5    0.873222    0.277942  3.98209e-16
  6    0.986524    0.194648  4.07416e-16
  7      1.0219    0.393836  3.98661e-16
  8     1.24125     0.25107  4.01981e-16
  9     1.87118   0.0523672  3.99053e-16
 10     1.95811   0.0263969  4.08928e-16

#--- 11 ---#
idcs      evals   residnorms   |P(X)|
  1   0.0135931   0.0148927  3.89195e-16
  2    0.130028   0.0842106  3.71377e-16
  3    0.318563    0.117877  3.80791e-16
  4    0.528035    0.150116  3.88662e-16
  5    0.764307    0.144614  3.97065e-16
  6    0.939706    0.103252  3.99569e-16
  7    0.990368    0.040101  4.08578e-16
  8     1.18918   0.0955604  4.04918e-16
  9     1.76425    0.360386  4.00806e-16
 10     1.88581    0.143785  3.99075e-16
 11     1.95978    0.053745  4.09827e-16

#--- 12 ---#
idcs      evals   residnorms   |P(X)|
  1   0.0123674   0.0129956  3.93045e-16
  2    0.111192   0.0921909  3.70184e-16
  3    0.249132    0.134003  3.69883e-16
  4    0.435378    0.154839  3.79757e-16
  5    0.632723    0.167549  3.97593e-16
  7    0.961925    0.101455  4.04042e-16
  8    0.992105   0.0543674  4.08042e-16
  9     1.20205   0.0498424  4.03941e-16
 10     1.84108   0.0627993  3.98143e-16
 11     1.92657   0.0737934  4.0265e-16
 12     1.96962     0.04598  4.05599e-16

#--- 13 ---#
idcs      evals   residnorms   |P(X)|
  1   0.0105003   0.0131938  3.95574e-16
  2   0.0980549   0.0979102  3.72406e-16
  3    0.226683    0.160363  3.73656e-16
  4     0.37623    0.176831  3.85062e-16
  5    0.576093    0.186676  3.95437e-16
  8    0.989827   0.0673837  4.09832e-16
  9     1.14613    0.471417  3.99182e-16
 10     1.21577    0.289589  4.02787e-16
 11     1.85003   0.0455167  4.00058e-16
 12     1.93255   0.0549126  4.00654e-16
 13     1.97233    0.039079  4.03491e-16

#--- 14 ---#
idcs      evals   residnorms   |P(X)|
  1   0.0104626   0.0150628  3.9156e-16
  2   0.0619266   0.0887748  3.81761e-16
  3    0.178827   0.0974045  3.66057e-16
  4    0.325543    0.107878  3.76297e-16
  5    0.503262    0.130096  3.89401e-16
  9    0.993276   0.0490959  4.06153e-16
 10     1.20061   0.0325871  4.03213e-16
 11     1.78734    0.309867  3.9311e-16
 12     1.85643    0.147428  3.95799e-16
 13     1.94204    0.091494  4.05499e-16
 14     1.97861   0.0790831  4.03374e-16

#--- 15 ---#
idcs      evals   residnorms   |P(X)|
  1  0.00976356   0.0110299  3.92984e-16
  2    0.052247   0.0616895  3.75558e-16
  3    0.152487   0.0679438  3.6455e-16
  4    0.297072   0.0910061  3.83452e-16
  5    0.436867    0.125513  3.89051e-16
 10    0.997995   0.0825879  4.04773e-16
 11     1.20242   0.0179921  4.03071e-16
 12     1.82566   0.0466792  3.98634e-16
 13      1.8858   0.0518011  3.98766e-16
 14      1.9515   0.0288312  4.09087e-16
 15      1.9913   0.0376172  3.89924e-16

#--- 16 ---#
idcs      evals   residnorms   |P(X)|
  1  0.00912203  0.00974505  3.93032e-16
  2   0.0461046   0.0490357  3.8083e-16
  3     0.14523   0.0630118  3.68437e-16
  4    0.271083   0.0988695  3.75497e-16
  5    0.400459    0.128226  3.755e-16
 11     1.16574    0.409638  3.98068e-16
 12     1.20523    0.155645  4.04662e-16
 13     1.82954   0.0295846  3.98918e-16
 14     1.89159   0.0353154  3.97029e-16
 15     1.95184   0.0189121  4.11704e-16
 16      1.9927   0.0237568  3.96813e-16

#--- 17 ---#
idcs      evals   residnorms   |P(X)|
  1  0.00811292  0.00840647  3.92152e-16
  2   0.0355475   0.0302151  3.77386e-16
  3    0.138959   0.0439373  3.65407e-16
  4    0.256791   0.0929351  3.67129e-16
  5    0.365778    0.124289  3.74503e-16
 12     1.20209   0.0160894  4.02132e-16
 13     1.71184    0.371093  4.05439e-16
 14      1.8339   0.0727499  3.99467e-16
 15     1.89504   0.0661927  3.9899e-16
 16     1.95322   0.0276429  4.08833e-16
 17     1.99466   0.0319108  3.95558e-16

#--- 18 ---#
idcs      evals   residnorms   |P(X)|
  1  0.00834447  0.00500317  3.94542e-16
  2   0.0369658   0.0209956  3.80821e-16
  3    0.135038   0.0432975  3.71215e-16
  4    0.226163    0.102701  3.6202e-16
  5    0.328778    0.110669  3.74516e-16
 13     1.20288    0.013564  4.04236e-16
 14       1.813   0.0764713  4.06921e-16
 15     1.85536    0.085479  3.98801e-16
 16     1.90683   0.0645757  3.98803e-16
 17     1.95426   0.0210276  4.1092e-16
 18     1.99561   0.0192426  3.92305e-16

#--- 19 ---#
idcs      evals   residnorms   |P(X)|
  1  0.00809943  0.00427564  3.96102e-16
  2   0.0355979   0.0187547  3.85784e-16
  3    0.126256   0.0620177  3.72794e-16
  4    0.185959    0.112284  3.53177e-16
  5    0.291058    0.087427  3.76776e-16
 14     1.20505    0.035589  4.03786e-16
 15     1.81869   0.0249493  4.04782e-16
 16     1.86233   0.0345754  3.99302e-16
 17      1.9097   0.0281259  4.02288e-16
 18     1.95454  0.00850334  4.13041e-16
 19     1.99606  0.00718228  3.97461e-16

#--- 20 ---#
idcs      evals   residnorms   |P(X)|
  1  0.00783867  0.00434556  3.9496e-16
  2    0.032965   0.0185331  3.83101e-16
  3    0.113701   0.0751737  3.69599e-16
  4    0.169903   0.0962664  3.49298e-16
  5    0.272928   0.0918498  3.71866e-16
 15     1.33776    0.380006  3.99008e-16
 16     1.81881   0.0201372  4.04213e-16
 17     1.86328    0.026277  3.99444e-16
 18     1.91113   0.0209153  3.99453e-16
 19     1.95458  0.00607982  4.09522e-16
 20      1.9962  0.00480785  3.88023e-16

#--- 21 ---#
idcs      evals   residnorms   |P(X)|
  1  0.00759471  0.00336462  3.97318e-16
  2   0.0314633   0.0145981  3.82771e-16
  3    0.105151    0.082137  3.56884e-16
  4     0.14862   0.0681187  3.51074e-16
  5    0.259296   0.0853177  3.74033e-16
 16     1.73737    0.320309  3.96374e-16
 17     1.82108    0.055354  3.99216e-16
 18     1.86594   0.0531694  4.03522e-16
 19     1.91304   0.0344458  4.03146e-16
